name,studio_price,one_bed_price,two_bed_price,city,state
Central Hilltop,,,,Columbus,OH
Powelton,,,,Philadelphia,PA
Harvey Park South,,,,Denver,CO
Richmond Hill,,,,Augusta,GA
Langwood,,,,Houston,TX
Delthome,,,,Torrance,CA
Ashland,,,,Cherry Hill,NJ
Broadview,,,,Seattle,WA
Providence Plantation,,,,Charlotte,NC
Campbell Park,,,,Anchorage,AK
Plaza Terrace,,,,Tampa,FL
Independence Village,,,,Columbus,OH
Brooklyn Centre,,,,Cleveland,OH
Cow Hollow,,,,San Francisco,CA
University of Ohio Akron,,,,Akron,OH
Southwest,,,,San Antonio,TX
Park West,,,,San Diego,CA
Elvira,,,,Tucson,AZ
Engelwood Park,,,,Orlando,FL
Ballantyne East,,,,Charlotte,NC
Carver,1100,1489,1850,Washington,DC
Laurelglen,,,,Bakersfield,CA
Central,,,,Minneapolis,MN
Mid Central,,,,Pasadena,CA
University Park,,,,Irvine,CA
Corridor,,,,San Diego,CA
Bitter Lake,,,,Seattle,WA
Cathedral Heights,1300,1650,2300,Washington,DC
Oak Hill,,,,Jacksonville,FL
Grantville,,,,San Diego,CA
Cliff-Cannon,,,,Spokane,WA
Noble Square,,,,Chicago,IL
Franklinton,,,,Columbus,OH
Hilltop,,,,Denver,CO
Midtown,,,,Little Rock,AR
Rainbow Hills,,,,San Antonio,TX
Riverside,,,,Columbus,OH
Clintonville,,,,Columbus,OH
Westmont,,,,Everett,WA
Westpointe,,,,Salt Lake City,UT
Charlotte,,,,Rochester,NY
Berkeley,,,,Denver,CO
Sandtown-Winchester,,,,Baltimore,MD
Pacific Edison,,,,Glendale,CA
Marshbrooke,,,,Charlotte,NC
Otay Ranch Village 1,,,,Chula Vista,CA
Bel Air,,,,Los Angeles,CA
Northside,,,,Syracuse,NY
Gentilly Terrace,,,,New Orleans,LA
Ysleta Mission Valley,,,,El Paso,TX
Lowry Field,,,,Denver,CO
Rockaway Beach,,,,New York,NY
Morgandale,,,,Milwaukee,WI
South Middle River,,,,Fort Lauderdale,FL
North Buckhead,,,,Atlanta,GA
Castleton Corners,,,,New York,NY
Southwest Richardson,,,,Richardson,TX
Barton Hills,,,,Austin,TX
Morningside - Lenox Park,,,,Atlanta,GA
Old Seward-Oceanview,,,,Anchorage,AK
Mineral Springs-Rumble Road,,,,Charlotte,NC
Toddville Road,,,,Charlotte,NC
Glen,,,,Baltimore,MD
Thoroughgood,,,,Virginia Beach,VA
Vose,,,,Beaverton,OR
Hickory Ridge,,,,Charlotte,NC
Grant Ferry,,,,Buffalo,NY
Beechmont,,,,Louisville,KY
Piper Glen Estates,,,,Charlotte,NC
Franklin Heights,,,,Milwaukee,WI
Roosevelt,,,,Bellingham,WA
Downtown,,,,Saint Paul,MN
Airport North,,,,Orlando,FL
Creston-Kenilworth,,,,Portland,OR
South-West Coconut Grove,,,,Miami,FL
Quintana Community,,,,San Antonio,TX
Edgerton,,,,Rochester,NY
East Village,,,,San Diego,CA
Windsor Terrace,,,,New York,NY
Natomas Park,,,,Sacramento,CA
Capitol Hill,,,,Salt Lake City,UT
Beechview,,,,Pittsburgh,PA
West Woodlawn,,,,Chicago,IL
Culver-Winton,,,,Rochester,NY
Southwest,,,,Columbus,OH
Jewell Heights - Hoffman Heights,,,,Aurora,CO
DMV,,,,San Bernardino,CA
Springfield Gardens,,,,New York,NY
Redwood Village,,,,San Diego,CA
Newport Hills,,,,Bellevue,WA
Central Oak Park,,,,Saint Petersburg,FL
Brentwood,,,,Austin,TX
Eastland,,,,Columbus,OH
Craven,,,,Jacksonville,FL
Olympic Hills,,,,Seattle,WA
Carriage Place,,,,Aurora,CO
Port Gardner,,,,Everett,WA
South Juanita,,,,Kirkland,WA
Northgate,,,,Columbus,OH
Cheesman Park,,,,Denver,CO
Grymes Hill,,,,New York,NY
Avondale,,,,Cincinnati,OH
Arrochar,,,,New York,NY
North Hampton,,,,Saint Louis,MO
Oak Park,,,,Santa Barbara,CA
Greater Harmony Hills,,,,San Antonio,TX
Clarendon-Courthouse,,,,Arlington,VA
Northeast Park Hill,,,,Denver,CO
Allandale,,,,Austin,TX
Chicot West I-30 So.,,,,Little Rock,AR
Heninger Park,,,,Santa Ana,CA
Bond Hill,,,,Cincinnati,OH
Loring Park,,,,Minneapolis,MN
Walker's Point,,,,Milwaukee,WI
Sweetwater,,,,Columbus,OH
Washington Park,,,,Providence,RI
Southside,,,,Augusta,GA
Harris-Houston,,,,Charlotte,NC
River North,,,,Chicago,IL
Wedgwood,,,,Seattle,WA
Loyal Heights,,,,Seattle,WA
Clason Point,,,,New York,NY
Five Points,,,,Raleigh,NC
Glen Park,,,,San Francisco,CA
Walnut Heights,,,,Columbus,OH
Midtown,,,,Detroit,MI
Walnut Village,,,,Irvine,CA
Otay Ranch Village 5,,,,Chula Vista,CA
Adams Point,,,,Oakland,CA
Palmer Square,,,,Chicago,IL
Madison South,,,,Portland,OR
Santa Clara,,,,Hayward,CA
Downtown,,,,New York,NY
Everett Mall South,,,,Everett,WA
East Springfield,,,,Springfield,MA
Hattontown,,,,Reston,VA
Kenton,,,,Portland,OR
South Beach,,,,New York,NY
Minor,,,,Seattle,WA
Expo Park,,,,Aurora,CO
South Lamar,,,,Austin,TX
Linden Hills,,,,Minneapolis,MN
Bemiss,,,,Spokane,WA
Lakewood Village,,,,Long Beach,CA
MLK 183,,,,Austin,TX
Clarke Square,,,,Milwaukee,WI
Niles,,,,Fremont,CA
Catholic University,1200,1489,1789,Washington,DC
Westville,,,,New Haven,CT
Chevy Chase,1357,1650,1910,Washington,DC
Telegraph Hill,,,,San Francisco,CA
Mission-Garin,,,,Hayward,CA
Gleason Park,,,,Stockton,CA
Old Town Triangle,,,,Chicago,IL
Pleasant Ridge,,,,Cincinnati,OH
Sherman Park,,,,Milwaukee,WI
Cherry Creek,,,,Columbus,OH
Arrowhead,,,,San Bernardino,CA
Edgewater,,,,Cleveland,OH
Quail Lakes - Venetian Bridges,,,,Stockton,CA
Moran Prairie,,,,Spokane,WA
Madison Park,,,,Santa Ana,CA
Forest Hills,,,,Tampa,FL
Upper Hill,,,,Springfield,MA
Glenwood,,,,Raleigh,NC
Jackson Park,,,,Milwaukee,WI
Deerwood,,,,Jacksonville,FL
Jordan,,,,Minneapolis,MN
Walnut Valley,,,,Little Rock,AR
St. Louis Hills,,,,Saint Louis,MO
Family Acres,,,,Lincoln,NE
Northside,,,,Cincinnati,OH
Rosemont,,,,Orlando,FL
Twin Rivers,,,,East Windsor,NJ
South Central,,,,Raleigh,NC
Riverside,,,,Wichita,KS
West Central,,,,Spokane,WA
Carondelet,,,,Saint Louis,MO
Woodland Acres,,,,Jacksonville,FL
Sunbow II,,,,Chula Vista,CA
Arlington Hills,,,,Jacksonville,FL
Clinton,,,,Oakland,CA
Multnomah,,,,Portland,OR
Lauderdale Manors,,,,Fort Lauderdale,FL
Verdugo Woodlands,,,,Glendale,CA
Lovejoy,,,,Buffalo,NY
Parkwoods,,,,Stockton,CA
Somerset,,,,Columbus,OH
Lane-Wooster,,,,Akron,OH
West Augusta,,,,Augusta,GA
University Park,,,,Denver,CO
Land Park,,,,Sacramento,CA
University District,,,,Missoula,MT
Reservoir,,,,Little Rock,AR
Mayfair,,,,Chicago,IL
West Sugar Creek-W T Harris Bl,,,,Charlotte,NC
Longwood Manor,,,,Chicago,IL
West Woodland,,,,Seattle,WA
Ballard,,,,Seattle,WA
Midtown,,,,Milwaukee,WI
Spice Tract,,,,Bakersfield,CA
Otter Creek Crystal,,,,Little Rock,AR
Loretto,,,,Jacksonville,FL
North Mayfair,,,,Chicago,IL
La Mesa,,,,Albuquerque,NM
Kingfield,,,,Minneapolis,MN
Mission-Foothill,,,,Hayward,CA
Cedar Hills,,,,Jacksonville,FL
Coldstream Homestead Montebello,,,,Baltimore,MD
Milwood,,,,Kalamazoo,MI
Morena,,,,San Diego,CA
Mount Scott,,,,Portland,OR
South San Pedro,,,,Albuquerque,NM
Prospect Park,,,,Minneapolis,MN
Crystal Springs,,,,Jacksonville,FL
Lyndale,,,,Minneapolis,MN
Cherry Hill,,,,Baltimore,MD
Stockyards,,,,Cleveland,OH
Collister,,,,Boise,ID
Mount Pleasant,,,,Newark,NJ
Kenfield,,,,Buffalo,NY
Princeton Heights,,,,Saint Louis,MO
Old Town,,,,New York,NY
Foster-Powell,,,,Portland,OR
Montecito Heights,,,,Los Angeles,CA
Thunderbird Hills,,,,San Antonio,TX
Wilburton,,,,Bellevue,WA
Columbia City,,,,Seattle,WA
Cheswolde,,,,Baltimore,MD
Glencliff,,,,Nashville,TN
Brookvale,,,,Fremont,CA
Starmount Forest,,,,Charlotte,NC
Cleveland Park,1478,1599,1894,Washington,DC
Wellswood,,,,Tampa,FL
The Islands,,,,Gilbert,AZ
Hartford,,,,Providence,RI
Broadway-Fillmore,,,,Buffalo,NY
East,,,,Columbus,OH
St. Anthony,,,,Saint Paul,MN
Downtown,,,,Austin,TX
Schorsch Village,,,,Chicago,IL
Franklin to the Fort,,,,Missoula,MT
Cleveland Heights,,,,Oakland,CA
Virginia Highland,,,,Atlanta,GA
Silver Lake,,,,Everett,WA
Country Club,,,,New York,NY
Greenfield,,,,Pittsburgh,PA
Federal Hill,,,,Providence,RI
Sloan Lake,,,,Denver,CO
Brick Church Bellshire,,,,Nashville,TN
Lake,,,,San Francisco,CA
West Hill,,,,Albany,NY
Strathmore,,,,Syracuse,NY
Woodlawn,,,,New York,NY
Colonial Village,1517,1599,1894,Washington,DC
Fair Haven Heights,,,,New Haven,CT
Lincoln Creek,,,,Milwaukee,WI
Thompson Community,,,,San Antonio,TX
Old Town,,,,Alexandria,VA
East Ukrainian Village,,,,Chicago,IL
South Hampton,,,,Saint Louis,MO
Sexton Mountain,,,,Beaverton,OR
Dayton Triangle,,,,Aurora,CO
Lone Mountain,,,,San Francisco,CA
Fairview,,,,Anchorage,AK
Delaware Avenue,,,,Albany,NY
Alki,,,,Seattle,WA
Grant City,,,,New York,NY
Hillyard,,,,Spokane,WA
South City Community,,,,Wichita,KS
Brighton Heights,,,,Pittsburgh,PA
Brighton,,,,Seattle,WA
Springdale,,,,Stamford,CT
Cobble Hill,,,,New York,NY
Blacow,,,,Fremont,CA
SBHS,,,,San Bernardino,CA
Tri-Village,,,,Columbus,OH
Mission Valley,,,,Fremont,CA
St. Claire-Superior,,,,Cleveland,OH
Historic Old Northeast,,,,Saint Petersburg,FL
Sunnyside,,,,Portland,OR
Butts Station,,,,Chesapeake,VA
Shannon Park,,,,Charlotte,NC
Acredale,,,,Virginia Beach,VA
Southgate,,,,Bakersfield,CA
Holiday Hill,,,,Jacksonville,FL
Grasmere - Concord,,,,New York,NY
Central,,,,San Mateo,CA
Downtown,,,,Seattle,WA
Hampton Heights,,,,Milwaukee,WI
Somerset,,,,Glendale,CA
Friendly Area,,,,Eugene,OR
Abbott McKinley,,,,Buffalo,NY
Van Steuban,,,,Detroit,MI
Western Hills and Yarborough Subdivision,,,,Shreveport,LA
Campus Park,,,,Bakersfield,CA
Grandale,,,,Detroit,MI
Hillcrest,,,,Jacksonville,FL
Mid-Westside,,,,Jacksonville,FL
Grant Park,,,,Atlanta,GA
College-Glen,,,,Sacramento,CA
Corbett-Terwilliger-Lair Hill,,,,Portland,OR
Delta,,,,Everett,WA
Old Seminole Heights,,,,Tampa,FL
Las Sendas,,,,Mesa,AZ
South Manchaca,,,,Austin,TX
Margate Park,,,,Chicago,IL
East Bakersfield,,,,Bakersfield,CA
Julington Creek,,,,Jacksonville,FL
Hunters Green,,,,Tampa,FL
Hillsdale,,,,Portland,OR
Windsor Hills,,,,Austin,TX
Black Mountain,,,,Henderson,NV
Mission San Jose,,,,Fremont,CA
Sauganash,,,,Chicago,IL
Borah,,,,Boise,ID
Kenwood,,,,Chicago,IL
Blackstone,,,,Providence,RI
Metro Center,,,,Springfield,MA
North Tampa,,,,Tampa,FL
Mill Basin,,,,New York,NY
Plaza-Eastway,,,,Charlotte,NC
New Tampa,,,,Tampa,FL
Seward,,,,Minneapolis,MN
Canyon Creek,,,,Richardson,TX
Kilbourn Park,,,,Chicago,IL
Mission Viejo,,,,Aurora,CO
Crescent Hill,,,,Louisville,KY
Fitzgerald,,,,Detroit,MI
East Queen Anne,,,,Seattle,WA
Dunning,,,,Chicago,IL
Taylor Berry,,,,Louisville,KY
Northeast Bakersfield,,,,Bakersfield,CA
Washington Park,,,,Denver,CO
North Division,,,,Milwaukee,WI
Columbia Heights,1294,1599,1894,Washington,DC
Newhallville,,,,New Haven,CT
Homeacre-Lyndora,,,,Butler Township,PA
Boynton,,,,Detroit,MI
Sunbeam,,,,Jacksonville,FL
Piedmont,,,,Portland,OR
North College Park,,,,Seattle,WA
Havenscourt,,,,Oakland,CA
Wheeless Road,,,,Augusta,GA
Old North Columbus,,,,Columbus,OH
Tampa Heights,,,,Tampa,FL
North Sharon Amity,,,,Charlotte,NC
Comstock,,,,Spokane,WA
High Point,,,,Seattle,WA
Bay Terrace,,,,New York,NY
North Avondale,,,,Cincinnati,OH
North Indian Trail,,,,Spokane,WA
Oceanview,,,,San Francisco,CA
Hallmark-Camelot,,,,Fort Worth,TX
Meadow Wood,,,,Aurora,CO
Hosford-Abernethy,,,,Portland,OR
Hale,,,,Denver,CO
Elliot Park,,,,Minneapolis,MN
South Ironbound,,,,Newark,NJ
Summit Hill,,,,Saint Paul,MN
Duncan Park,,,,Lexington,KY
Coronado,,,,El Paso,TX
Dietz,,,,Tucson,AZ
Stonewood,,,,Stockton,CA
Back Creek Church Road,,,,Charlotte,NC
Bayshore Beautiful,,,,Tampa,FL
Kimber-Gomes,,,,Fremont,CA
Leonidas,,,,New Orleans,LA
Kentfield,,,,Stockton,CA
Aurora Knolls - Hutchinson Heights,,,,Aurora,CO
Columbia Heights West,,,,Arlington,VA
Far West-Side,,,,Syracuse,NY
Springdale,,,,Tulsa,OK
St. Claude,,,,New Orleans,LA
Black Mountain Ranch,,,,San Diego,CA
Pinehurst,,,,Everett,WA
Sable Altura Chambers,,,,Aurora,CO
Southgate,,,,Hayward,CA
Rainier Beach,,,,Seattle,WA
Tremont,,,,Cleveland,OH
West End,,,,Saint Louis,MO
Teralta East,,,,San Diego,CA
Ponce de Leon,,,,Stockton,CA
Howe,,,,Minneapolis,MN
Annex,,,,New Haven,CT
Del Cerro,,,,San Diego,CA
Amphi,,,,Tucson,AZ
Pueblo,,,,Wichita,KS
South West,,,,Hartford,CT
Black Rock,,,,Buffalo,NY
Victoria Park,,,,Fort Lauderdale,FL
Congress Heights,971,1115,1357,Washington,DC
Shaw,,,,Saint Louis,MO
Center Pointe,,,,Aurora,CO
Near Westside,,,,Syracuse,NY
Airport Heights,,,,Anchorage,AK
Over-The-Rhine,,,,Cincinnati,OH
Park Avenue,,,,Rochester,NY
South Park,,,,Buffalo,NY
Dilworth,,,,Charlotte,NC
University Square,,,,Tampa,FL
California Heights,,,,Long Beach,CA
Park Stockdale,,,,Bakersfield,CA
Highland,,,,Beaverton,OR
Longwood-Winton Grove,,,,Hayward,CA
Washington Heights,,,,Milwaukee,WI
Riverpark,,,,South Bend,IN
Norwood Park West,,,,Chicago,IL
West Torrance,,,,Torrance,CA
Meadowbrook,,,,Augusta,GA
St. Roch,,,,New Orleans,LA
Park West,,,,Milwaukee,WI
Bushrod,,,,Oakland,CA
Eastland-Wilora Lake,,,,Charlotte,NC
Polonia,,,,Milwaukee,WI
South Trenton,,,,Trenton,NJ
Idlewild South,,,,Charlotte,NC
Chapel Hill,,,,Akron,OH
West End,,,,Cincinnati,OH
North City,,,,San Diego,CA
Baldwin Park,,,,Orlando,FL
Spanos Park West,,,,Stockton,CA
Ortega Hills,,,,Jacksonville,FL
Southside Flats,,,,Pittsburgh,PA
Carmel,,,,Charlotte,NC
Secret Cove,,,,Jacksonville,FL
Oak Forest,,,,Charlotte,NC
Aurora Hills,,,,Aurora,CO
Brookshire,,,,Columbus,OH
Glenbrook,,,,Columbus,OH
Wood Streets,,,,Riverside,CA
Union Park,,,,Des Moines,IA
Piedmont Avenue,,,,Oakland,CA
Highland Park,,,,Seattle,WA
Onyx,,,,Toledo,OH
Melrose Park,,,,Fort Lauderdale,FL
Jefferson Chalmers,,,,Detroit,MI
Glade Dr - Reston Pky,,,,Reston,VA
Girvin,,,,Jacksonville,FL
Sheridan Park,,,,Chicago,IL
South River City,,,,Austin,TX
Midtown - Winn Park Capital Avenue,,,,Sacramento,CA
Walnut Hills,,,,Cincinnati,OH
Sharon Heights,,,,Columbus,OH
Denny Whitford - Raleigh West,,,,Beaverton,OR
Bellmont Hillsboro,,,,Nashville,TN
Chesapeake Beach,,,,Virginia Beach,VA
Rancho Del Rey I,,,,Chula Vista,CA
Coomer Creek,,,,Garland,TX
Central City,,,,Santa Ana,CA
Vista East,,,,Orlando,FL
Northside,,,,Fort Wayne,IN
Parkmont,,,,Fremont,CA
Winstead Park,,,,Boise,ID
Jefferson Westside,,,,Eugene,OR
Inglewood (Riverwood),,,,Nashville,TN
Charles,,,,Providence,RI
View Ridge-Madison,,,,Everett,WA
Elysian Valley,,,,Los Angeles,CA
Midtown,,,,Tucson,AZ
Standish,,,,Minneapolis,MN
North Lamar,,,,Austin,TX
Normandy Estate,,,,Jacksonville,FL
College View - South Platte,,,,Denver,CO
Crestwood,1294,1400,1820,Washington,DC
South Side,,,,West Palm Beach,FL
Sunset Hill,,,,Seattle,WA
Howard Park,,,,Baltimore,MD
Kirkwood,,,,Atlanta,GA
Hackensack Riverfront,,,,Jersey City,NJ
Richmond Factory,,,,Augusta,GA
West Beaverton,,,,Beaverton,OR
Upper Falls,,,,Rochester,NY
Hidden Cove - Indian Creek-Southwest,,,,San Antonio,TX
McMurray - Huntingdon,,,,Nashville,TN
Home Park,,,,Atlanta,GA
Seven Hills,,,,Aurora,CO
Sheridan Gardens,,,,Des Moines,IA
Rolando,,,,San Diego,CA
West Mesa,,,,Albuquerque,NM
Townsite,,,,Henderson,NV
Gardenside-Colony,,,,Lexington,KY
Del Norte,,,,Albuquerque,NM
South Sundale,,,,Fremont,CA
Arbor Lodge,,,,Portland,OR
Matthews Beach,,,,Seattle,WA
Fairmount Village,,,,San Diego,CA
University Park,,,,San Antonio,TX
Seminole Heights,,,,Tampa,FL
Lower Garden District,,,,New Orleans,LA
University Hill,,,,Boulder,CO
Hollywood Park,,,,Chicago,IL
Sunrise Neighborhood Coalition,,,,San Antonio,TX
Pasadena,,,,El Paso,TX
South Area,,,,Wichita,KS
Montrose Verdugo City,,,,Glendale,CA
Farm Pond,,,,Charlotte,NC
Bluemont,,,,Arlington,VA
Highland Park,,,,Pittsburgh,PA
Gatewood,,,,Seattle,WA
Goose Hollow,,,,Portland,OR
Wellington-Harrington,,,,Cambridge,MA
Elyria Swansea,,,,Denver,CO
Upper Dimond,,,,Oakland,CA
Washington Park West,,,,Denver,CO
Brentwood,,,,Jacksonville,FL
Laredo Highline,,,,Aurora,CO
Saint Joseph,,,,Milwaukee,WI
College Downs,,,,Charlotte,NC
St. Elizabeth,,,,Oakland,CA
Tippecanoe,,,,Milwaukee,WI
Uptown,,,,Milwaukee,WI
North Park,,,,Chicago,IL
Downtown,,,,Columbus,OH
Westchester-Green Countrie,,,,Columbus,OH
East Chatham,,,,Chicago,IL
North Beach,,,,San Francisco,CA
Chief Garry Park,,,,Spokane,WA
Delhi,,,,Santa Ana,CA
Adams Hill,,,,Glendale,CA
Deanwood,907,1067,1524,Washington,DC
Hamlin Park,,,,Buffalo,NY
Overlook,,,,Portland,OR
Veterans Park,,,,Boise,ID
North Lake,,,,Charlotte,NC
Roseway,,,,Portland,OR
Southwood,,,,Torrance,CA
Roselawn,,,,Cincinnati,OH
Turtle Creek,,,,Jacksonville,FL
Alanton,,,,Virginia Beach,VA
The Museum District,,,,Richmond,VA
Linwood,,,,Columbus,OH
South Tabor,,,,Portland,OR
Argay,,,,Portland,OR
King,,,,Portland,OR
North Rose Hill,,,,Kirkland,WA
Springfield,,,,Jacksonville,FL
Imperial Point,,,,Fort Lauderdale,FL
Fircrest,,,,Vancouver,WA
Landsdowne,,,,Youngstown,OH
Central Park Heights,,,,Baltimore,MD
Val Vista Lakes,,,,Gilbert,AZ
Quinnipiac,,,,New Haven,CT
Lowry Hill East,,,,Minneapolis,MN
Glenham-Belford,,,,Baltimore,MD
Thomas Manor,,,,El Paso,TX
Merriman Valley,,,,Akron,OH
The Port - Area 4,,,,Cambridge,MA
Corbett,,,,Tucson,AZ
Ocotillo,,,,Chandler,AZ
South Akron,,,,Akron,OH
JeffVanderLou,,,,Saint Louis,MO
Waltherson,,,,Baltimore,MD
Del Mar Heights,,,,San Diego,CA
Saddle Rock Golf Club,,,,Aurora,CO
Capitol Heights,,,,Milwaukee,WI
New Brighton,,,,New York,NY
Wells-Goodfellow,,,,Saint Louis,MO
Cardinal Hill-Pine Meadow,,,,Lexington,KY
Linkhorn Park,,,,Virginia Beach,VA
Rabbit Creek,,,,Anchorage,AK
Jungle Terrace,,,,Saint Petersburg,FL
Lincoln Park,,,,Denver,CO
Alta Mesa,,,,Mesa,AZ
Lake Aumond,,,,Augusta,GA
Ingleside Heights,,,,San Francisco,CA
Irvington,,,,Portland,OR
Great Neck Plaza,,,,Great Neck,NY
Weberstown,,,,Stockton,CA
Douglas,971,1115,1357,Washington,DC
Kirkmere,,,,Youngstown,OH
Barnum,,,,Denver,CO
Reservoir Hill,,,,Baltimore,MD
University Park,,,,Portland,OR
Kendall - Whittier,,,,Tulsa,OK
Depot Bench,,,,Boise,ID
Dunlap,,,,Seattle,WA
Bloomfield-Allen,,,,Des Moines,IA
Bon Air,,,,Louisville,KY
Downtown,1470,2300,2900,Washington,DC
Kensington,,,,San Diego,CA
University Town Center,,,,Irvine,CA
Central Downtown,,,,Lexington,KY
South Shoreview,,,,San Mateo,CA
San Jose,,,,Jacksonville,FL
Chickasaw,,,,Louisville,KY
Hampden,,,,Baltimore,MD
Sunflower,,,,Wichita,KS
Mount Hope,,,,Providence,RI
Fairpark,,,,Salt Lake City,UT
Wessex Square,,,,Charlotte,NC
West Henderson,,,,Henderson,NV
Penn Wynne,,,,Wynnewood,PA
East Lake I,,,,Chula Vista,CA
Westgate,,,,Columbus,OH
Silver Creek,,,,Bakersfield,CA
Elmwood Park,,,,Detroit,MI
North Valley,,,,Syracuse,NY
Tompkinsville,,,,New York,NY
Core-Columbia,,,,San Diego,CA
La Jolla Village,,,,San Diego,CA
Greenway,,,,Beaverton,OR
Hillcrest,,,,Little Rock,AR
Ukrainian Village,,,,Chicago,IL
Fishers Landing East,,,,Vancouver,WA
Meadowlawn,,,,Saint Petersburg,FL
Tower Grove East,,,,Saint Louis,MO
South Patrick Shores,,,,Satellite Beach,FL
Columbia Heghts,,,,Arlington,VA
Highland,,,,Rochester,NY
Parkrose,,,,Portland,OR
North Towne,,,,Toledo,OH
Cherry-Guardino,,,,Fremont,CA
Indianola Hills,,,,Des Moines,IA
Taylor Run,,,,Alexandria,VA
Beverly Woods,,,,Charlotte,NC
Gateway West,,,,Sacramento,CA
Academy Acres North,,,,Albuquerque,NM
Junction,,,,Seattle,WA
Glynlea - Grove Park,,,,Jacksonville,FL
Stephens,,,,Little Rock,AR
Lynnhaven Shores,,,,Virginia Beach,VA
West Queen Anne,,,,Seattle,WA
Hayward Highland,,,,Hayward,CA
Middlebury,,,,Akron,OH
Mt. Lookout,,,,Cincinnati,OH
Regent,,,,Madison,WI
Roosevelt Park,,,,Grand Rapids,MI
Montclair,,,,Augusta,GA
Heritage Hills,,,,Austin,TX
Ballast Point,,,,Tampa,FL
Penrose,,,,Saint Louis,MO
North Broadway,,,,Cleveland,OH
Dupont Circle,1600,2285,2995,Washington,DC
Near N Valley,,,,Albuquerque,NM
Balboa-South Indian Trail,,,,Spokane,WA
Duclay,,,,Jacksonville,FL
Southwest Village,,,,Wichita,KS
Childs Park,,,,Saint Petersburg,FL
Waterside,,,,Stamford,CT
Old West Tampa,,,,Tampa,FL
East Liberty,,,,Pittsburgh,PA
Foothills,,,,Henderson,NV
Fulton,,,,Minneapolis,MN
University,,,,Buffalo,NY
Old West End,,,,Toledo,OH
Sun Groves,,,,Chandler,AZ
Johnston Rd.-McAlpine,,,,Charlotte,NC
Mt. Hope,,,,San Diego,CA
Manhattan Beach,,,,New York,NY
Merion Village,,,,Columbus,OH
Ridgeview-Webster,,,,San Diego,CA
Avondale,,,,Jacksonville,FL
North Image,,,,Vancouver,WA
Southeast Como,,,,Minneapolis,MN
Devonshire,,,,Columbus,OH
Jacksonville Farms-Terrace,,,,Jacksonville,FL
Lynnhurst,,,,Minneapolis,MN
Near North,,,,Minneapolis,MN
North Central,,,,Raleigh,NC
Ashton Heights,,,,Arlington,VA
Grider,,,,Buffalo,NY
Millbrook,,,,Grand Rapids,MI
North Capitol Hill,,,,Denver,CO
The Greater Ville,,,,Saint Louis,MO
Longfellow,,,,Oakland,CA
Goldsmith,,,,Denver,CO
Barton Chapel,,,,Augusta,GA
Highlands,,,,Lincoln,NE
Bayshore,,,,Miami Beach,FL
Lower South Providence,,,,Providence,RI
East End,,,,Boise,ID
Branford Center,,,,Branford,CT
Old North Dayton,,,,Dayton,OH
Normandy Manor,,,,Jacksonville,FL
Chollas Creek,,,,San Diego,CA
Crossroads,,,,Bellevue,WA
Parkrose Heights,,,,Portland,OR
Newell,,,,Charlotte,NC
Homaker Park,,,,Bakersfield,CA
Vineyards-Avalon,,,,Fremont,CA
Jordan Meadows,,,,Salt Lake City,UT
Augusta Ranch,,,,Mesa,AZ
South Delridge,,,,Seattle,WA
Side Creek,,,,Aurora,CO
La Sierra Hills,,,,Riverside,CA
Torrey Highlands,,,,San Diego,CA
Mt Eden,,,,Hayward,CA
Sunnyside,,,,San Francisco,CA
Smith Hill,,,,Providence,RI
Fremont,,,,Oakland,CA
Arlingwood,,,,Jacksonville,FL
Firthcliffe,,,,Cornwall,NY
Marconi Plaza-Packer Park,,,,Philadelphia,PA
Curtis Park,,,,Sacramento,CA
Shady Lane,,,,Columbus,OH
Collier Heights,,,,Atlanta,GA
Menlo Park,,,,Tucson,AZ
Riverton,,,,Portland,ME
Algonquin,,,,Louisville,KY
Rocky Ridge,,,,Aurora,CO
John T White,,,,Fort Worth,TX
Windom Park,,,,Minneapolis,MN
Southwest Hills,,,,Portland,OR
Mt. Auburn,,,,Cincinnati,OH
National Hills,,,,Augusta,GA
Grand,,,,Riverside,CA
Calhoun,,,,Minneapolis,MN
Palm City,,,,San Diego,CA
Arlington Ridge,,,,Arlington,VA
Meydenbauer,,,,Bellevue,WA
San Mateo Heights,,,,San Mateo,CA
Downtown West,,,,Minneapolis,MN
Pheasant Run,,,,Aurora,CO
Meadow Hills,,,,Aurora,CO
University Hills,,,,Denver,CO
Pulaski,,,,Detroit,MI
Meadow Brook,,,,Oakland,CA
Gerritsen Beach,,,,New York,NY
Campus Farm,,,,Tucson,AZ
South Westnedge,,,,Kalamazoo,MI
People's Freeway,,,,Salt Lake City,UT
La Morada,,,,Stockton,CA
Webster,,,,Oakland,CA
Century City,,,,Los Angeles,CA
West Wood,,,,Dayton,OH
Foxcroft,,,,Charlotte,NC
Linden Heights,,,,Dayton,OH
Utah Park,,,,Aurora,CO
Lincoln Park,,,,Milwaukee,WI
West End,,,,Portland,ME
Roosevelt Grove,,,,Milwaukee,WI
Watrous South,,,,Des Moines,IA
Highline Villages,,,,Aurora,CO
Cloverdale Watson,,,,Little Rock,AR
Kaisertown,,,,Buffalo,NY
Sunwood Central,,,,Santa Ana,CA
West End,,,,Boston,MA
Delano,,,,Wichita,KS
South Harrison,,,,Tucson,AZ
San Tan Ranch,,,,Gilbert,AZ
Cazenovia Park,,,,Buffalo,NY
South Semoran,,,,Orlando,FL
Islandview,,,,Detroit,MI
